YMD	HMS	T	R	El	Az	FI	LG
20050101	000000	0.000	  395384.8872  36.409  234.558   11.671   61.529
20050101	001000	0.167	  395378.4547  35.179  237.037   11.635   59.100
20050101	002000	0.333	  395378.7436  33.915  239.453   11.598   56.671
20050101	003000	0.500	  395385.7220  32.620  241.810   11.562   54.242
20050101	004000	0.667	  395399.3436  31.298  244.111   11.526   51.812
20050101	005000	0.833	  395419.5476  29.951  246.360   11.489   49.383
20050101	010000	1.000	  395446.2590  28.581  248.561   11.452   46.954
20050101	011000	1.167	  395479.3886  27.191  250.717   11.416   44.525
20050101	012000	1.333	  395518.8333  25.784  252.832   11.379   42.095
20050101	013000	1.500	  395564.4760  24.361  254.909   11.343   39.666
20050101	014000	1.667	  395616.1863  22.924  256.953   11.306   37.237
20050101	015000	1.833	  395673.8203  21.475  258.966   11.269   34.808
20050101	020000	2.000	  395737.2211  20.017  260.951   11.233   32.378
20050101	021000	2.167	  395806.2194  18.550  262.913   11.196   29.949
20050101	022000	2.333	  395880.6331  17.077  264.853   11.159   27.520
20050101	023000	2.500	  395960.2686  15.600  266.775   11.123   25.090
20050101	024000	2.667	  396044.9206  14.119  268.681   11.086   22.661
20050101	025000	2.833	  396134.3728  12.636  270.575   11.049   20.232
20050101	030000	3.000	  396228.3981  11.154  272.460   11.012   17.802
20050101	031000	3.167	  396326.7596   9.673  274.337   10.975   15.373
20050101	032000	3.333	  396429.2107   8.195  276.209   10.938   12.943
20050101	033000	3.500	  396535.4957   6.722  278.080   10.901   10.514
20050101	034000	3.667	  396645.3503   5.255  279.952   10.865    8.085
20050101	035000	3.833	  396758.5027   3.795  281.826   10.828    5.655
20050101	040000	4.000	  396874.6733   2.344  283.706   10.791    3.226
20050101	041000	4.167	  396993.5763   0.904  285.593   10.754    0.796
20050101	042000	4.333	  397114.9195  -0.524  287.491   10.717  358.367
20050101	043000	4.500	  397238.4053  -1.938  289.400   10.680  355.937
20050101	044000	4.667	  397363.7317  -3.337  291.325   10.643  353.508
20050101	045000	4.833	  397490.5921  -4.719  293.266   10.605  351.078
20050101	050000	5.000	  397618.6768  -6.082  295.225   10.568  348.649
20050101	051000	5.167	  397747.6733  -7.425  297.206   10.531  346.219
20050101	052000	5.333	  397877.2670  -8.745  299.210   10.494  343.790
20050101	053000	5.500	  398007.1419 -10.041  301.238   10.457  341.360
20050101	054000	5.667	  398136.9813 -11.311  303.294   10.420  338.931
20050101	055000	5.833	  398266.4685 -12.553  305.377   10.382  336.501
20050101	060000	6.000	  398395.2874 -13.765  307.492   10.345  334.072
20050101	061000	6.167	  398523.1234 -14.945  309.638   10.308  331.642
20050101	062000	6.333	  398649.6637 -16.090  311.817   10.271  329.212
20050101	063000	6.500	  398774.5983 -17.199  314.031   10.233  326.783
20050101	064000	6.667	  398897.6204 -18.269  316.280   10.196  324.353
20050101	065000	6.833	  399018.4272 -19.297  318.566   10.159  321.924
20050101	070000	7.000	  399136.7207 -20.283  320.889   10.121  319.494
20050101	071000	7.167	  399252.2079 -21.222  323.250   10.084  317.064
20050101	072000	7.333	  399364.6016 -22.114  325.649   10.046  314.635
20050101	073000	7.500	  399473.6211 -22.955  328.085   10.009  312.205
20050101	074000	7.667	  399578.9927 -23.743  330.559    9.971  309.775
20050101	075000	7.833	  399680.4501 -24.476  333.069    9.934  307.346
20050101	080000	8.000	  399777.7352 -25.152  335.614    9.896  304.916
20050101	081000	8.167	  399870.5985 -25.768  338.192    9.859  302.486
20050101	082000	8.333	  399958.7995 -26.323  340.802    9.821  300.057
20050101	083000	8.500	  400042.1072 -26.814  343.441    9.784  297.627
20050101	084000	8.667	  400120.3009 -27.240  346.106    9.746  295.197
20050101	085000	8.833	  400193.1699 -27.600  348.795    9.708  292.768
20050101	090000	9.000	  400260.5148 -27.892  351.504    9.671  290.338
20050101	091000	9.167	  400322.1471 -28.114  354.229    9.633  287.908
20050101	092000	9.333	  400377.8901 -28.267  356.966    9.595  285.478
20050101	093000	9.500	  400427.5789 -28.349  359.712    9.558  283.049
20050101	094000	9.667	  400471.0608 -28.360    2.462    9.520  280.619
20050101	095000	9.833	  400508.1958 -28.300    5.211    9.482  278.189
20050101	100000	10.000	  400538.8564 -28.169    7.956    9.444  275.759
20050101	101000	10.167	  400562.9283 -27.968   10.693    9.407  273.330
20050101	102000	10.333	  400580.3105 -27.697   13.417    9.369  270.900
20050101	103000	10.500	  400590.9150 -27.358   16.124    9.331  268.470
20050101	104000	10.667	  400594.6677 -26.951   18.812    9.293  266.040
20050101	105000	10.833	  400591.5081 -26.478   21.477    9.255  263.610
20050101	110000	11.000	  400581.3892 -25.941   24.116    9.217  261.181
20050101	111000	11.167	  400564.2783 -25.342   26.726    9.179  258.751
20050101	112000	11.333	  400540.1561 -24.682   29.306    9.141  256.321
20050101	113000	11.500	  400509.0175 -23.964   31.853    9.103  253.891
20050101	114000	11.667	  400470.8713 -23.190   34.367    9.065  251.461
20050101	115000	11.833	  400425.7400 -22.362   36.846    9.027  249.031
20050101	120000	12.000	  400373.6601 -21.483   39.290    8.989  246.602
20050101	121000	12.167	  400314.6818 -20.554   41.697    8.951  244.172
20050101	122000	12.333	  400248.8687 -19.579   44.070    8.913  241.742
20050101	123000	12.500	  400176.2983 -18.560   46.407    8.875  239.312
20050101	124000	12.667	  400097.0611 -17.498   48.709    8.837  236.882
20050101	125000	12.833	  400011.2611 -16.398   50.978    8.799  234.452
20050101	130000	13.000	  399919.0150 -15.260   53.214    8.761  232.022
20050101	131000	13.167	  399820.4523 -14.087   55.418    8.723  229.592
20050101	132000	13.333	  399715.7153 -12.882   57.592    8.684  227.163
20050101	133000	13.500	  399604.9581 -11.647   59.738    8.646  224.733
20050101	134000	13.667	  399488.3471 -10.384   61.857    8.608  222.303
20050101	135000	13.833	  399366.0601  -9.095   63.952    8.570  219.873
20050101	140000	14.000	  399238.2866  -7.782   66.023    8.531  217.443
20050101	141000	14.167	  399105.2265  -6.448   68.073    8.493  215.013
20050101	142000	14.333	  398967.0909  -5.094   70.105    8.455  212.583
20050101	143000	14.500	  398824.1006  -3.722   72.120    8.416  210.153
20050101	144000	14.667	  398676.4866  -2.334   74.120    8.378  207.723
20050101	145000	14.833	  398524.4890  -0.932   76.109    8.340  205.293
20050101	150000	15.000	  398368.3570   0.482   78.087    8.301  202.863
20050101	151000	15.167	  398208.3482   1.906   80.058    8.263  200.433
20050101	152000	15.333	  398044.7282   3.338   82.024    8.224  198.003
20050101	153000	15.500	  397877.7703   4.777   83.986    8.186  195.573
20050101	154000	15.667	  397707.7545   6.221   85.949    8.147  193.143
20050101	155000	15.833	  397534.9676   7.669   87.914    8.109  190.713
20050101	160000	16.000	  397359.7020   9.117   89.884    8.070  188.283
20050101	161000	16.167	  397182.2559  10.565   91.861    8.032  185.853
